Filename,Depth,Activations-Params,Activation Function,Total Activations,Total Parameters,Batch Size,Max GPU Memory (MiB),Avg GPUTL,Avg GRACT,Avg SMACT,Avg SMOCC,Avg FP32A,Conv2d Count,BatchNorm2d Count,Dropout Count,AdaptiveAvgPool2d Count,Linear Count
input_channels:3_num_classes:218_depth:23_arch:residual_base_filters:53_batch:28_input_size:104_act:relu_dropout:0.428729584382472_dropout:True_batchnorm:False.out,0,"[('Identity', 10816, 0), ('ReLU', 10816, 0), ('Dropout', 10816, 0), ('ReLU', 10816, 0), ('Dropout', 10816, 0), ('Identity', 2704, 0), ('ReLU', 2704, 0), ('Dropout', 2704, 0), ('ReLU', 2704, 0), ('Dropout', 2704, 0), ('Identity', 2704, 0), ('ReLU', 2704, 0), ('Dropout', 2704, 0), ('ReLU', 2704, 0), ('Dropout', 2704, 0), ('Identity', 676, 0), ('ReLU', 676, 0), ('Dropout', 676, 0), ('ReLU', 676, 0), ('Dropout', 676, 0), ('Identity', 676, 0), ('ReLU', 676, 0), ('Dropout', 676, 0), ('ReLU', 676, 0), ('Dropout', 676, 0), ('Identity', 169, 0), ('ReLU', 169, 0), ('Dropout', 169, 0), ('ReLU', 169, 0), ('Dropout', 169, 0), ('Identity', 169, 0), ('ReLU', 169, 0), ('Dropout', 169, 0), ('ReLU', 169, 0), ('Dropout', 169, 0), ('Identity', 49, 0), ('ReLU', 49, 0), ('Dropout', 49, 0), ('ReLU', 49, 0), ('Dropout', 49, 0)]",ReLU,89815,0,28,2875,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:152_depth:28_arch:pyramid_base_filters:99_batch:8_input_size:204_act:selu_dropout:0.10398453327356841_dropout:False_batchnorm:False.out,0,"[('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0), ('SELU', 41616, 0)]",SELU,1165248,0,8,40315,43.714285714285715,0.16185714285714287,0.12266666666666666,0.035,0.003,0,0,0,0,0
input_channels:3_num_classes:435_depth:7_arch:residual_base_filters:90_batch:48_input_size:220_act:relu_dropout:0.12914221664088876_dropout:True_batchnorm:False.out,0,"[('Identity', 48400, 0), ('ReLU', 48400, 0), ('Dropout', 48400, 0), ('ReLU', 48400, 0), ('Dropout', 48400, 0), ('Identity', 12100, 0), ('ReLU', 12100, 0), ('Dropout', 12100, 0), ('ReLU', 12100, 0), ('Dropout', 12100, 0), ('Identity', 12100, 0), ('ReLU', 12100, 0), ('Dropout', 12100, 0), ('ReLU', 12100, 0), ('Dropout', 12100, 0)]",ReLU,363000,0,48,16063,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:289_depth:29_arch:bottleneck_base_filters:103_batch:44_input_size:146_act:selu_dropout:0.34252453975297414_dropout:True_batchnorm:True.out,0,"[('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0), ('SELU', 21316, 0), ('Dropout', 21316, 0)]",SELU,1236328,0,44,40053,23.4,0.13785714285714287,0.28675,0.0645,0.010333333333333333,0,0,0,0,0
input_channels:3_num_classes:864_depth:23_arch:hourglass_base_filters:20_batch:4_input_size:122_act:softplus_dropout:0.1097045946567426_dropout:True_batchnorm:False.out,0,"[('Softplus', 14884, 0), ('Dropout', 14884, 0), ('Softplus', 14884, 0), ('Dropout', 14884, 0), ('Softplus', 14884, 0), ('Dropout', 14884, 0), ('Softplus', 14884, 0), ('Dropout', 14884, 0), ('Softplus', 14884, 0), ('Dropout', 14884, 0), ('Softplus', 14884, 0), ('Dropout', 14884, 0), ('Softplus', 14884, 0), ('Dropout', 14884, 0), ('Softplus', 14884, 0), ('Dropout', 14884, 0), ('Softplus', 14884, 0), ('Dropout', 14884, 0), ('Softplus', 14884, 0), ('Dropout', 14884, 0), ('Softplus', 14884, 0), ('Dropout', 14884, 0), ('Softplus', 14884, 0), ('Dropout', 14884, 0), ('Softplus', 14884, 0), ('Dropout', 14884, 0), ('Softplus', 14884, 0), ('Dropout', 14884, 0), ('Softplus', 14884, 0), ('Dropout', 14884, 0), ('Softplus', 14884, 0), ('Dropout', 14884, 0), ('Softplus', 14884, 0), ('Dropout', 14884, 0), ('Softplus', 14884, 0), ('Dropout', 14884, 0), ('Softplus', 14884, 0), ('Dropout', 14884, 0), ('Softplus', 14884, 0), ('Dropout', 14884, 0), ('Softplus', 14884, 0), ('Dropout', 14884, 0), ('Softplus', 14884, 0), ('Dropout', 14884, 0), ('Softplus', 14884, 0), ('Dropout', 14884, 0)]",Softplus,684664,0,4,10791,95.95238095238095,0.9252307692307686,0.9619473684210528,0.2359649122807018,0.014803571428571438,0,0,0,0,0
input_channels:3_num_classes:386_depth:17_arch:hourglass_base_filters:106_batch:10_input_size:110_act:swish_dropout:0.2568027345929712_dropout:False_batchnorm:False.out,0,"[('SiLU', 12100, 0), ('SiLU', 12100, 0), ('SiLU', 12100, 0), ('SiLU', 12100, 0), ('SiLU', 12100, 0), ('SiLU', 12100, 0), ('SiLU', 12100, 0), ('SiLU', 12100, 0), ('SiLU', 12100, 0), ('SiLU', 12100, 0), ('SiLU', 12100, 0), ('SiLU', 12100, 0), ('SiLU', 12100, 0), ('SiLU', 12100, 0), ('SiLU', 12100, 0), ('SiLU', 12100, 0), ('SiLU', 12100, 0)]",SiLU,205700,0,10,22687,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:89_depth:14_arch:uniform_base_filters:103_batch:48_input_size:154_act:relu_dropout:0.38713945941585104_dropout:True_batchnorm:False.out,0,"[('ReLU', 23716, 0), ('Dropout', 23716, 0), ('ReLU', 23716, 0), ('Dropout', 23716, 0), ('ReLU', 23716, 0), ('Dropout', 23716, 0), ('ReLU', 23716, 0), ('Dropout', 23716, 0), ('ReLU', 23716, 0), ('Dropout', 23716, 0), ('ReLU', 23716, 0), ('Dropout', 23716, 0), ('ReLU', 23716, 0), ('Dropout', 23716, 0), ('ReLU', 23716, 0), ('Dropout', 23716, 0), ('ReLU', 23716, 0), ('Dropout', 23716, 0), ('ReLU', 23716, 0), ('Dropout', 23716, 0), ('ReLU', 23716, 0), ('Dropout', 23716, 0), ('ReLU', 23716, 0), ('Dropout', 23716, 0), ('ReLU', 23716, 0), ('Dropout', 23716, 0), ('ReLU', 23716, 0), ('Dropout', 23716, 0)]",ReLU,664048,0,48,19067,90.28787878787878,0.9107692307692308,0.970053571428571,0.5362321428571429,0.016735849056603785,0,0,0,0,0
input_channels:1_num_classes:352_depth:23_arch:bottleneck_base_filters:112_batch:2_input_size:82_act:softplus_dropout:0.3645614790445162_dropout:True_batchnorm:True.out,0,"[('Softplus', 6724, 0), ('Dropout', 6724, 0), ('Softplus', 6724, 0), ('Dropout', 6724, 0), ('Softplus', 6724, 0), ('Dropout', 6724, 0), ('Softplus', 6724, 0), ('Dropout', 6724, 0), ('Softplus', 6724, 0), ('Dropout', 6724, 0), ('Softplus', 6724, 0), ('Dropout', 6724, 0), ('Softplus', 6724, 0), ('Dropout', 6724, 0), ('Softplus', 6724, 0), ('Dropout', 6724, 0), ('Softplus', 6724, 0), ('Dropout', 6724, 0), ('Softplus', 6724, 0), ('Dropout', 6724, 0), ('Softplus', 6724, 0), ('Dropout', 6724, 0), ('Softplus', 6724, 0), ('Dropout', 6724, 0), ('Softplus', 6724, 0), ('Dropout', 6724, 0), ('Softplus', 6724, 0), ('Dropout', 6724, 0), ('Softplus', 6724, 0), ('Dropout', 6724, 0), ('Softplus', 6724, 0), ('Dropout', 6724, 0), ('Softplus', 6724, 0), ('Dropout', 6724, 0), ('Softplus', 6724, 0), ('Dropout', 6724, 0), ('Softplus', 6724, 0), ('Dropout', 6724, 0), ('Softplus', 6724, 0), ('Dropout', 6724, 0), ('Softplus', 6724, 0), ('Dropout', 6724, 0), ('Softplus', 6724, 0), ('Dropout', 6724, 0), ('Softplus', 6724, 0), ('Dropout', 6724, 0)]",Softplus,309304,0,2,6673,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:708_depth:22_arch:residual_base_filters:50_batch:8_input_size:118_act:prelu_dropout:0.10003309054852033_dropout:True_batchnorm:False.out,0,"[('Identity', 13924, 0), ('PReLU', 13924, 0), ('Dropout', 13924, 0), ('PReLU', 13924, 0), ('Dropout', 13924, 0), ('Identity', 3481, 0), ('PReLU', 3481, 0), ('Dropout', 3481, 0), ('PReLU', 3481, 0), ('Dropout', 3481, 0), ('Identity', 3481, 0), ('PReLU', 3481, 0), ('Dropout', 3481, 0), ('PReLU', 3481, 0), ('Dropout', 3481, 0), ('Identity', 900, 0), ('PReLU', 900, 0), ('Dropout', 900, 0), ('PReLU', 900, 0), ('Dropout', 900, 0), ('Identity', 900, 0), ('PReLU', 900, 0), ('Dropout', 900, 0), ('PReLU', 900, 0), ('Dropout', 900, 0), ('Identity', 225, 0), ('PReLU', 225, 0), ('Dropout', 225, 0), ('PReLU', 225, 0), ('Dropout', 225, 0), ('Identity', 225, 0), ('PReLU', 225, 0), ('Dropout', 225, 0), ('PReLU', 225, 0), ('Dropout', 225, 0), ('Identity', 64, 0), ('PReLU', 64, 0), ('Dropout', 64, 0), ('PReLU', 64, 0), ('Dropout', 64, 0)]",PReLU,116000,0,8,2101,75.8125,0.73003125,0.47687499999999977,0.21537500000000007,0.02396296296296296,0,0,0,0,0
input_channels:1_num_classes:362_depth:2_arch:gradual_base_filters:38_batch:4_input_size:208_act:relu_dropout:0.15725184751078458_dropout:True_batchnorm:True.out,0,"[('ReLU', 43264, 0), ('Dropout', 43264, 0), ('ReLU', 43264, 0), ('Dropout', 43264, 0)]",ReLU,173056,0,4,2293,83.53968253968254,0.8112461538461538,0.7078571428571425,0.35974999999999996,0.029963636363636373,0,0,0,0,0
input_channels:1_num_classes:805_depth:10_arch:pyramid_base_filters:18_batch:32_input_size:220_act:tanh_dropout:0.20779274004435544_dropout:False_batchnorm:True.out,0,"[('Tanh', 48400, 0), ('Tanh', 48400, 0), ('Tanh', 48400, 0), ('Tanh', 48400, 0), ('Tanh', 48400, 0), ('Tanh', 48400, 0), ('Tanh', 48400, 0), ('Tanh', 48400, 0), ('Tanh', 48400, 0), ('Tanh', 48400, 0)]",Tanh,484000,0,32,34569,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:870_depth:16_arch:gradual_base_filters:89_batch:60_input_size:170_act:leaky_relu_dropout:0.47501728076222904_dropout:False_batchnorm:True.out,0,"[('LeakyReLU', 28900, 0), ('LeakyReLU', 28900, 0), ('LeakyReLU', 28900, 0), ('LeakyReLU', 28900, 0), ('LeakyReLU', 28900, 0), ('LeakyReLU', 28900, 0), ('LeakyReLU', 28900, 0), ('LeakyReLU', 28900, 0), ('LeakyReLU', 28900, 0), ('LeakyReLU', 28900, 0), ('LeakyReLU', 28900, 0), ('LeakyReLU', 28900, 0), ('LeakyReLU', 28900, 0), ('LeakyReLU', 28900, 0), ('LeakyReLU', 28900, 0), ('LeakyReLU', 28900, 0)]",LeakyReLU,462400,0,60,40085,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:728_depth:21_arch:dense_base_filters:58_batch:16_input_size:62_act:leaky_relu_dropout:0.4872806393434047_dropout:False_batchnorm:False.out,0,"[('LeakyReLU', 3844, 0), ('LeakyReLU', 3844, 0), ('LeakyReLU', 3844, 0), ('LeakyReLU', 3844, 0), ('ReLU', 3844, 0), ('LeakyReLU', 961, 0), ('LeakyReLU', 961, 0), ('LeakyReLU', 961, 0), ('LeakyReLU', 961, 0), ('LeakyReLU', 961, 0), ('LeakyReLU', 961, 0), ('LeakyReLU', 961, 0), ('LeakyReLU', 961, 0), ('LeakyReLU', 961, 0), ('LeakyReLU', 961, 0), ('LeakyReLU', 961, 0), ('LeakyReLU', 961, 0), ('LeakyReLU', 961, 0), ('LeakyReLU', 961, 0), ('LeakyReLU', 961, 0), ('LeakyReLU', 961, 0)]",LeakyReLU,34596,0,16,2433,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:771_depth:27_arch:residual_base_filters:37_batch:12_input_size:90_act:swish_dropout:0.19176976063240045_dropout:True_batchnorm:False.out,0,"[('Identity', 8100, 0), ('SiLU', 8100, 0), ('Dropout', 8100, 0), ('SiLU', 8100, 0), ('Dropout', 8100, 0), ('Identity', 2025, 0), ('SiLU', 2025, 0), ('Dropout', 2025, 0), ('SiLU', 2025, 0), ('Dropout', 2025, 0), ('Identity', 2025, 0), ('SiLU', 2025, 0), ('Dropout', 2025, 0), ('SiLU', 2025, 0), ('Dropout', 2025, 0), ('Identity', 529, 0), ('SiLU', 529, 0), ('Dropout', 529, 0), ('SiLU', 529, 0), ('Dropout', 529, 0), ('Identity', 529, 0), ('SiLU', 529, 0), ('Dropout', 529, 0), ('SiLU', 529, 0), ('Dropout', 529, 0), ('Identity', 144, 0), ('SiLU', 144, 0), ('Dropout', 144, 0), ('SiLU', 144, 0), ('Dropout', 144, 0), ('Identity', 144, 0), ('SiLU', 144, 0), ('Dropout', 144, 0), ('SiLU', 144, 0), ('Dropout', 144, 0), ('Identity', 36, 0), ('SiLU', 36, 0), ('Dropout', 36, 0), ('SiLU', 36, 0), ('Dropout', 36, 0)]",SiLU,67660,0,12,1927,63.55384615384615,0.6399999999999999,0.3862166666666666,0.14464999999999997,0.059949152542372874,0,0,0,0,0
input_channels:1_num_classes:44_depth:11_arch:pyramid_base_filters:112_batch:48_input_size:56_act:prelu_dropout:0.2704668862787356_dropout:True_batchnorm:True.out,0,"[('PReLU', 3136, 0), ('Dropout', 3136, 0), ('PReLU', 3136, 0), ('Dropout', 3136, 0), ('PReLU', 3136, 0), ('Dropout', 3136, 0), ('PReLU', 3136, 0), ('Dropout', 3136, 0), ('PReLU', 3136, 0), ('Dropout', 3136, 0), ('PReLU', 3136, 0), ('Dropout', 3136, 0), ('PReLU', 3136, 0), ('Dropout', 3136, 0), ('PReLU', 3136, 0), ('Dropout', 3136, 0), ('PReLU', 3136, 0), ('Dropout', 3136, 0), ('PReLU', 3136, 0), ('Dropout', 3136, 0), ('PReLU', 3136, 0), ('Dropout', 3136, 0)]",PReLU,68992,0,48,24413,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:675_depth:5_arch:uniform_base_filters:93_batch:8_input_size:106_act:relu_dropout:0.4917794653762759_dropout:False_batchnorm:False.out,0,"[('ReLU', 11236, 0), ('ReLU', 11236, 0), ('ReLU', 11236, 0), ('ReLU', 11236, 0), ('ReLU', 11236, 0)]",ReLU,56180,0,8,2169,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:261_depth:9_arch:gradual_base_filters:21_batch:40_input_size:52_act:relu_dropout:0.25584847981723474_dropout:True_batchnorm:True.out,0,"[('ReLU', 2704, 0), ('Dropout', 2704, 0), ('ReLU', 2704, 0), ('Dropout', 2704, 0), ('ReLU', 2704, 0), ('Dropout', 2704, 0), ('ReLU', 2704, 0), ('Dropout', 2704, 0), ('ReLU', 2704, 0), ('Dropout', 2704, 0), ('ReLU', 2704, 0), ('Dropout', 2704, 0), ('ReLU', 2704, 0), ('Dropout', 2704, 0), ('ReLU', 2704, 0), ('Dropout', 2704, 0), ('ReLU', 2704, 0), ('Dropout', 2704, 0)]",ReLU,48672,0,40,3065,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:592_depth:14_arch:pyramid_base_filters:107_batch:20_input_size:104_act:prelu_dropout:0.10630552994780224_dropout:False_batchnorm:True.out,0,"[('PReLU', 10816, 0), ('PReLU', 10816, 0), ('PReLU', 10816, 0), ('PReLU', 10816, 0), ('PReLU', 10816, 0), ('PReLU', 10816, 0), ('PReLU', 10816, 0), ('PReLU', 10816, 0), ('PReLU', 10816, 0), ('PReLU', 10816, 0), ('PReLU', 10816, 0), ('PReLU', 10816, 0), ('PReLU', 10816, 0), ('PReLU', 10816, 0)]",PReLU,151424,0,20,33253,93.4090909090909,0.9330303030303033,0.9586071428571425,0.23598214285714283,0.00905454545454546,0,0,0,0,0
input_channels:1_num_classes:918_depth:2_arch:bottleneck_base_filters:17_batch:56_input_size:140_act:softplus_dropout:0.2858928156043782_dropout:True_batchnorm:True.out,0,"[('Softplus', 19600, 0), ('Dropout', 19600, 0), ('Softplus', 19600, 0), ('Dropout', 19600, 0)]",Softplus,78400,0,56,2805,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:717_depth:29_arch:bottleneck_base_filters:118_batch:24_input_size:224_act:gelu_dropout:0.3801958134754163_dropout:False_batchnorm:False.out,0,"[('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0), ('GELU', 50176, 0)]",GELU,1455104,0,24,38673,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:262_depth:19_arch:pyramid_base_filters:41_batch:18_input_size:214_act:elu_dropout:0.16764780882691782_dropout:True_batchnorm:False.out,0,"[('ELU', 45796, 0), ('Dropout', 45796, 0), ('ELU', 45796, 0), ('Dropout', 45796, 0), ('ELU', 45796, 0), ('Dropout', 45796, 0), ('ELU', 45796, 0), ('Dropout', 45796, 0), ('ELU', 45796, 0), ('Dropout', 45796, 0), ('ELU', 45796, 0), ('Dropout', 45796, 0), ('ELU', 45796, 0), ('Dropout', 45796, 0), ('ELU', 45796, 0), ('Dropout', 45796, 0), ('ELU', 45796, 0), ('Dropout', 45796, 0), ('ELU', 45796, 0), ('Dropout', 45796, 0), ('ELU', 45796, 0), ('Dropout', 45796, 0), ('ELU', 45796, 0), ('Dropout', 45796, 0), ('ELU', 45796, 0), ('Dropout', 45796, 0), ('ELU', 45796, 0), ('Dropout', 45796, 0), ('ELU', 45796, 0), ('Dropout', 45796, 0), ('ELU', 45796, 0), ('Dropout', 45796, 0), ('ELU', 45796, 0), ('Dropout', 45796, 0), ('ELU', 45796, 0), ('Dropout', 45796, 0), ('ELU', 45796, 0), ('Dropout', 45796, 0)]",ELU,1740248,0,18,39261,41.166666666666664,0.10033333333333333,0.204,0.068,0.012499999999999999,0,0,0,0,0
input_channels:3_num_classes:600_depth:28_arch:residual_base_filters:89_batch:4_input_size:200_act:softplus_dropout:0.2531811987016995_dropout:False_batchnorm:False.out,0,"[('Identity', 40000, 0), ('Softplus', 40000, 0), ('Softplus', 40000, 0), ('Identity', 10000, 0), ('Softplus', 10000, 0), ('Softplus', 10000, 0), ('Identity', 10000, 0), ('Softplus', 10000, 0), ('Softplus', 10000, 0), ('Identity', 2500, 0), ('Softplus', 2500, 0), ('Softplus', 2500, 0), ('Identity', 2500, 0), ('Softplus', 2500, 0), ('Softplus', 2500, 0), ('Identity', 625, 0), ('Softplus', 625, 0), ('Softplus', 625, 0), ('Identity', 625, 0), ('Softplus', 625, 0), ('Softplus', 625, 0), ('Identity', 169, 0), ('Softplus', 169, 0), ('Softplus', 169, 0), ('Identity', 169, 0), ('Softplus', 169, 0), ('Softplus', 169, 0), ('Identity', 49, 0), ('Softplus', 49, 0), ('Softplus', 49, 0)]",Softplus,199911,0,4,2631,0,0,0,0,0,0,0,0,0,0
input_channels:1_num_classes:16_depth:29_arch:dense_base_filters:35_batch:46_input_size:46_act:prelu_dropout:0.4289551675430433_dropout:False_batchnorm:False.out,0,"[('PReLU', 2116, 0), ('PReLU', 2116, 0), ('PReLU', 2116, 0), ('PReLU', 2116, 0), ('ReLU', 2116, 0), ('PReLU', 529, 0), ('PReLU', 529, 0), ('PReLU', 529, 0), ('PReLU', 529, 0), ('PReLU', 529, 0), ('PReLU', 529, 0), ('PReLU', 529, 0), ('PReLU', 529, 0), ('PReLU', 529, 0), ('PReLU', 529, 0), ('PReLU', 529, 0), ('PReLU', 529, 0), ('PReLU', 529, 0), ('PReLU', 529, 0), ('PReLU', 529, 0), ('PReLU', 529, 0), ('PReLU', 529, 0), ('PReLU', 529, 0), ('PReLU', 529, 0), ('PReLU', 529, 0), ('ReLU', 529, 0), ('PReLU', 121, 0), ('PReLU', 121, 0), ('PReLU', 121, 0), ('PReLU', 121, 0)]",PReLU,22173,0,46,3251,0,0,0,0,0,0,0,0,0,0
input_channels:3_num_classes:640_depth:11_arch:gradual_base_filters:72_batch:26_input_size:46_act:prelu_dropout:0.44596934639477226_dropout:True_batchnorm:False.out,0,"[('PReLU', 2116, 0), ('Dropout', 2116, 0), ('PReLU', 2116, 0), ('Dropout', 2116, 0), ('PReLU', 2116, 0), ('Dropout', 2116, 0), ('PReLU', 2116, 0), ('Dropout', 2116, 0), ('PReLU', 2116, 0), ('Dropout', 2116, 0), ('PReLU', 2116, 0), ('Dropout', 2116, 0), ('PReLU', 2116, 0), ('Dropout', 2116, 0), ('PReLU', 2116, 0), ('Dropout', 2116, 0), ('PReLU', 2116, 0), ('Dropout', 2116, 0), ('PReLU', 2116, 0), ('Dropout', 2116, 0), ('PReLU', 2116, 0), ('Dropout', 2116, 0)]",PReLU,46552,0,26,3097,87.203125,0.8578923076923075,0.8163928571428573,0.3463928571428571,0.011637931034482765,0,0,0,0,0
input_channels:3_num_classes:247_depth:10_arch:residual_base_filters:76_batch:10_input_size:22_act:prelu_dropout:0.26400075309909254_dropout:False_batchnorm:False.out,0,"[('Identity', 484, 0), ('PReLU', 484, 0), ('PReLU', 484, 0), ('Identity', 121, 0), ('PReLU', 121, 0), ('PReLU', 121, 0), ('Identity', 121, 0), ('PReLU', 121, 0), ('PReLU', 121, 0), ('Identity', 36, 0), ('PReLU', 36, 0), ('PReLU', 36, 0)]",PReLU,2286,0,10,1757,42.1875,0.4035538461538462,0.17623636363636355,0.04920000000000001,0.012475409836065583,0,0,0,0,0
input_channels:1_num_classes:206_depth:12_arch:gradual_base_filters:119_batch:40_input_size:116_act:tanh_dropout:0.3280344483985345_dropout:True_batchnorm:True.out,0,"[('Tanh', 13456, 0), ('Dropout', 13456, 0), ('Tanh', 13456, 0), ('Dropout', 13456, 0), ('Tanh', 13456, 0), ('Dropout', 13456, 0), ('Tanh', 13456, 0), ('Dropout', 13456, 0), ('Tanh', 13456, 0), ('Dropout', 13456, 0), ('Tanh', 13456, 0), ('Dropout', 13456, 0), ('Tanh', 13456, 0), ('Dropout', 13456, 0), ('Tanh', 13456, 0), ('Dropout', 13456, 0), ('Tanh', 13456, 0), ('Dropout', 13456, 0), ('Tanh', 13456, 0), ('Dropout', 13456, 0), ('Tanh', 13456, 0), ('Dropout', 13456, 0), ('Tanh', 13456, 0), ('Dropout', 13456, 0)]",Tanh,322944,0,40,27341,92.64615384615385,0.9299999999999999,0.9261403508771934,0.34566666666666673,0.019339622641509444,0,0,0,0,0
input_channels:1_num_classes:182_depth:25_arch:pyramid_base_filters:101_batch:6_input_size:40_act:tanh_dropout:0.11893527650761598_dropout:True_batchnorm:True.out,0,"[('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0), ('Tanh', 1600, 0), ('Dropout', 1600, 0)]",Tanh,80000,0,6,5601,93.640625,0.9171384615384611,0.8781016949152542,0.2612881355932204,0.010950000000000007,0,0,0,0,0
